"date","userType","users","sessions","pageviews","sessionDuration","bounces","X3pg","Buypg","SocialShare","RCA","viewName"
2015-12-01,"Returning Visitor",404,510,959,57454,168,99,101,1,10,"01 MEdge Main"
2015-12-02,"New Visitor",2211,2211,3689,192857,404,331,358,0,34,"01 MEdge Main"
2015-12-02,"Returning Visitor",432,528,945,62275,138,93,89,0,9,"01 MEdge Main"
2015-12-03,"New Visitor",2047,2047,3432,189246,358,293,332,8,34,"01 MEdge Main"
2015-12-03,"Returning Visitor",426,526,997,43207,167,103,96,1,10,"01 MEdge Main"
2015-12-04,"New Visitor",1986,1986,3290,157083,379,318,341,3,31,"01 MEdge Main"
2015-12-04,"Returning Visitor",467,596,1203,60574,168,114,108,1,17,"01 MEdge Main"
2015-12-05,"New Visitor",2309,2309,3962,199283,407,366,395,8,27,"01 MEdge Main"
2015-12-05,"Returning Visitor",483,598,1068,63398,206,110,105,0,10,"01 MEdge Main"
2015-11-01,"New Visitor",66520,66520,125918,6864262,7948,12217,8632,35,1946,"01 SWBF"
2015-11-01,"Returning Visitor",36981,48030,104255,6242692,8125,10849,6663,118,1627,"01 SWBF"
2015-11-02,"New Visitor",60707,60707,114880,6183990,9457,10247,8101,59,1722,"01 SWBF"
2015-11-02,"Returning Visitor",35023,44728,100140,6097223,7016,10684,6769,71,1462,"01 SWBF"
2015-11-03,"New Visitor",60282,60282,118158,6271713,8856,10696,8856,24,1781,"01 SWBF"
2015-11-03,"Returning Visitor",33679,44304,104338,6368869,6887,11427,6993,24,1840,"01 SWBF"
2015-11-04,"New Visitor",60683,60683,118041,6261642,8479,11380,10872,59,2064,"01 SWBF"
2015-11-04,"Returning Visitor",36639,47688,99479,5677100,7406,10696,7948,35,2170,"01 SWBF"
2015-11-05,"New Visitor",95718,95718,260939,24086455,9658,34091,11073,177,2382,"01 SWBF"
2015-11-05,"Returning Visitor",71803,90010,305160,41606756,7924,40306,8278,271,1875,"01 SWBF"
2015-11-06,"New Visitor",179042,179042,537538,56540838,15908,77794,15731,224,2854,"01 SWBF"
2015-11-06,"Returning Visitor",109786,142851,475653,67324753,11203,64869,11026,318,2653,"01 SWBF"
2015-11-07,"New Visitor",111708,111708,320785,26494941,12276,41379,17688,177,3479,"01 SWBF"
2015-11-07,"Returning Visitor",65223,85022,274099,31851929,9410,35306,11297,153,2370,"01 SWBF"
2015-11-08,"New Visitor",104668,104668,299016,23165763,12512,38231,18290,142,3491,"01 SWBF"
2015-11-08,"Returning Visitor",58395,76473,241175,25160341,9151,30377,10884,130,2594,"01 SWBF"
2015-11-09,"New Visitor",108937,108937,276422,20326458,17358,32464,18219,71,3585,"01 SWBF"
2015-11-09,"Returning Visitor",59681,78430,233746,21897576,11297,28113,12405,71,2630,"01 SWBF"
2015-11-10,"New Visitor",129656,129656,272142,17765781,34657,27523,19835,165,3821,"01 SWBF"
2015-11-10,"Returning Visitor",91661,118949,314853,27555289,22417,35318,13974,118,3278,"01 SWBF"
2015-11-11,"New Visitor",113005,113005,246871,17758705,32641,24481,17688,142,3137,"01 SWBF"
2015-11-11,"Returning Visitor",76980,107133,325431,29533004,22901,35731,13502,248,2665,"01 SWBF"
2015-11-12,"New Visitor",112475,112475,226258,15053125,36945,21332,16545,142,3007,"01 SWBF"
2015-11-12,"Returning Visitor",67157,92298,264925,23230408,24056,29858,13313,142,2818,"01 SWBF"
2015-11-13,"New Visitor",112227,112227,217555,13297140,38726,20412,17228,83,2842,"01 SWBF"
2015-11-13,"Returning Visitor",61921,84032,234548,19938894,22311,26544,13137,165,2724,"01 SWBF"
2015-11-14,"New Visitor",118524,118524,235149,14790629,37464,21556,15754,153,2960,"01 SWBF"
2015-11-14,"Returning Visitor",63478,87546,243817,19772127,23573,27051,13243,153,2783,"01 SWBF"
2015-11-15,"New Visitor",120965,120965,244465,16061092,40070,22441,18797,177,3679,"01 SWBF"
2015-11-15,"Returning Visitor",64197,88819,241446,18561169,27040,26934,13266,59,2783,"01 SWBF"
2015-11-16,"New Visitor",157356,157356,318073,19710808,48867,29386,24233,130,5259,"01 SWBF"
2015-11-16,"Returning Visitor",95564,129220,338827,25919703,31474,36815,20318,118,5106,"01 SWBF"
2015-11-17,"New Visitor",462080,462080,758962,38648703,130187,53242,47204,413,9269,"01 SWBF"
2015-11-17,"Returning Visitor",166754,222661,546441,39654713,49586,56249,30966,236,7889,"01 SWBF"
2015-11-18,"New Visitor",479709,479709,767664,39217751,112887,51060,47582,495,9080,"01 SWBF"
2015-11-18,"Returning Visitor",163582,214371,523281,39161207,50200,53820,27806,212,6686,"01 SWBF"
2015-11-19,"New Visitor",523659,523659,835140,38506135,126484,53478,52417,519,7229,"01 SWBF"
2015-11-19,"Returning Visitor",160764,215562,494827,33467008,57723,50872,33903,189,5236,"01 SWBF"
2015-11-20,"New Visitor",362482,362482,592007,27969186,93595,41261,48360,283,6981,"01 SWBF"
2015-11-20,"Returning Visitor",131566,169537,395654,29050017,44516,40365,22040,165,3856,"01 SWBF"
2015-11-21,"New Visitor",354428,354428,585828,27042821,96072,41426,44103,224,5766,"01 SWBF"
2015-11-21,"Returning Visitor",118441,155776,360147,23716143,44457,36721,22087,200,3750,"01 SWBF"
2015-11-22,"New Visitor",295490,295490,497893,23889725,82428,35860,38313,212,5401,"01 SWBF"
2015-11-22,"Returning Visitor",117581,150906,341905,24654311,40613,34245,17535,212,3443,"01 SWBF"
2015-11-23,"New Visitor",214407,214407,383614,19680938,68843,31285,32169,212,4115,"01 SWBF"
2015-11-23,"Returning Visitor",118088,147580,341009,26595635,42629,33490,13561,236,1946,"01 SWBF"
2015-11-24,"New Visitor",239925,239925,430288,19869461,69787,38360,33537,142,3290,"01 SWBF"
2015-11-24,"Returning Visitor",155764,191601,397505,28844089,42134,36898,14811,189,2087,"01 SWBF"
2015-11-25,"New Visitor",280078,280078,479898,19850711,68655,41261,35695,153,3585,"01 SWBF"
2015-11-25,"Returning Visitor",180929,216435,423543,28673938,41804,37629,15943,153,1958,"01 SWBF"
2015-11-26,"New Visitor",228322,228322,403154,16030691,58714,35624,35141,153,4269,"01 SWBF"
2015-11-26,"Returning Visitor",123382,148229,300679,19097068,35754,29127,14493,71,2134,"01 SWBF"
2015-11-27,"New Visitor",215055,215055,377907,15647820,58277,33726,34398,106,4009,"01 SWBF"
2015-11-27,"Returning Visitor",114019,138359,283958,18215195,35589,26910,15106,47,2028,"01 SWBF"
2015-11-28,"New Visitor",221152,221152,395996,16191373,61579,34917,33349,153,3785,"01 SWBF"
2015-11-28,"Returning Visitor",108831,132062,270986,16826492,36002,25401,14917,35,1910,"01 SWBF"
2015-11-29,"New Visitor",205445,205445,360501,15543199,57546,31509,31450,130,2948,"01 SWBF"
2015-11-29,"Returning Visitor",106248,128960,269807,17389879,32912,25554,13785,59,1781,"01 SWBF"
2015-11-30,"New Visitor",216824,216824,398885,16165135,66791,40223,23018,165,2842,"01 SWBF"
2015-11-30,"Returning Visitor",168783,203605,404392,25244172,55978,38679,11733,248,1450,"01 SWBF"
2015-12-01,"New Visitor",316469,316469,555734,23189324,71025,51803,28207,165,2795,"01 SWBF"
2015-12-01,"Returning Visitor",245751,302872,586170,36725292,69999,53443,18125,330,2040,"01 SWBF"
2015-12-02,"New Visitor",209089,209089,367977,14755476,44775,33360,25790,71,2406,"01 SWBF"
2015-12-02,"Returning Visitor",138347,165233,327613,20992815,39787,29988,13561,71,1521,"01 SWBF"
2015-12-03,"New Visitor",196141,196141,384156,15110541,39044,43513,21250,130,1969,"01 SWBF"
2015-12-03,"Returning Visitor",123206,145351,331174,20566289,33466,36804,10660,94,1333,"01 SWBF"
2015-12-04,"New Visitor",184561,184561,358485,14182349,40023,39787,19493,83,2087,"01 SWBF"
2015-12-04,"Returning Visitor",115069,138335,320962,19262466,34858,35506,10696,71,1533,"01 SWBF"
2015-12-05,"New Visitor",192155,192155,343461,13355264,44822,32641,23608,118,2594,"01 SWBF"
2015-12-05,"Returning Visitor",107793,129562,264465,15501066,37252,25872,12229,83,1757,"01 SWBF"
